UNIQUE_KEY,PRODUCT_TITLE,PRODUCT_DESCRIPTION,STYLE#,AVAILABLE_SIZES,BRAND_LOGO_IMAGE,THUMBNAIL_IMAGE,COLOR_SWATCH_IMAGE,PRODUCT_IMAGE,SPEC_SHEET,PRICE_TEXT,SUGGESTED_PRICE,CATEGORY_NAME,SUBCATEGORY_NAME,COLOR_NAME,COLOR_SQUARE_IMAGE,COLOR_PRODUCT_IMAGE,COLOR_PRODUCT_IMAGE_THUMBNAIL,SIZE,PIECE_WEIGHT,PIECE_PRICE,DOZENS_PRICE,CASE_PRICE,PRICE_GROUP,CASE_SIZE,INVENTORY_KEY,SIZE_INDEX,SANMAR_MAINFRAME_COLOR,MILL,PRODUCT_STATUS,COMPANION_STYLE,MSRP,MAP_PRICING,FRONT_MODEL_IMAGE_URL,PRODUCT_MEASUREMENTS
2949191,BELLA+CANVAS ® Unisex Sponge Fleece Pullover Hoodie. BC3719,Retail fit Tear-away label White drawcords Side seamed Kangaroo pockets Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles Black Heather: 8-ounce 85/15 Airlume combed and ring spun cotton/poly fleece 32 singles Heather Navy: 8-ounce 60/40 Airlume combed and ring spun cotton/poly fleece 32 singles DTG Colors: 8-ounce 70/30 Airlume combed and ring spun cotton/poly fleece with 100% cotton face for printability ,BC3719,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3719TN.jpg,BC3719sw.jpg,BC3719.jpg,SpecSheetMeasurements_BC3719.pdf,Size,37.64,Sweatshirts/Fleece, ,Blue Storm,BC3719_BlueStorm_06202025.gif,BC3719_bluestorm_model_front.jpg,BC3719_bluestorm_model_frontTN.jpg,S,0.8000,22.82,22.82,18.82,NULL,18,294919,1,BlueStorm,Bella + Canvas,Regular,BC3719|BC3719Y|BC3739,37.64,,https://cdnm.sanmar.com/imglib/mresjpg/2025/f6/BC3719_bluestorm_model_front.jpg,SpecSheetMeasurements_BC3719.pdf,
2949201,BELLA+CANVAS ® Unisex Sponge Fleece Pullover Hoodie. BC3719,Retail fit Tear-away label White drawcords Side seamed Kangaroo pockets Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles Black Heather: 8-ounce 85/15 Airlume combed and ring spun cotton/poly fleece 32 singles Heather Navy: 8-ounce 60/40 Airlume combed and ring spun cotton/poly fleece 32 singles DTG Colors: 8-ounce 70/30 Airlume combed and ring spun cotton/poly fleece with 100% cotton face for printability ,BC3719,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3719TN.jpg,BC3719sw.jpg,BC3719.jpg,SpecSheetMeasurements_BC3719.pdf,Size,37.64,Sweatshirts/Fleece, ,Blue Storm,BC3719_BlueStorm_06202025.gif,BC3719_bluestorm_model_front.jpg,BC3719_bluestorm_model_frontTN.jpg,XL,0.9500,22.82,22.82,18.82,NULL,18,294920,1,BlueStorm,Bella + Canvas,Regular,BC3719|BC3719Y|BC3739,37.64,,https://cdnm.sanmar.com/imglib/mresjpg/2025/f6/BC3719_bluestorm_model_front.jpg,SpecSheetMeasurements_BC3719.pdf,
2949211,BELLA+CANVAS ® Unisex Sponge Fleece Pullover Hoodie. BC3719,Retail fit Tear-away label White drawcords Side seamed Kangaroo pockets Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles Black Heather: 8-ounce 85/15 Airlume combed and ring spun cotton/poly fleece 32 singles Heather Navy: 8-ounce 60/40 Airlume combed and ring spun cotton/poly fleece 32 singles DTG Colors: 8-ounce 70/30 Airlume combed and ring spun cotton/poly fleece with 100% cotton face for printability ,BC3719,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3719TN.jpg,BC3719sw.jpg,BC3719.jpg,SpecSheetMeasurements_BC3719.pdf,Size,37.64,Sweatshirts/Fleece, ,Blue Storm,BC3719_BlueStorm_06202025.gif,BC3719_bluestorm_model_front.jpg,BC3719_bluestorm_model_frontTN.jpg,XS,0.8800,22.82,22.82,18.82,NULL,18,294921,1,BlueStorm,Bella + Canvas,Regular,BC3719|BC3719Y|BC3739,37.64,,https://cdnm.sanmar.com/imglib/mresjpg/2025/f6/BC3719_bluestorm_model_front.jpg,SpecSheetMeasurements_BC3719.pdf,
2949221,BELLA+CANVAS ® Unisex Sponge Fleece Pullover Hoodie. BC3719,Retail fit Tear-away label White drawcords Side seamed Kangaroo pockets Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles Black Heather: 8-ounce 85/15 Airlume combed and ring spun cotton/poly fleece 32 singles Heather Navy: 8-ounce 60/40 Airlume combed and ring spun cotton/poly fleece 32 singles DTG Colors: 8-ounce 70/30 Airlume combed and ring spun cotton/poly fleece with 100% cotton face for printability ,BC3719,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3719TN.jpg,BC3719sw.jpg,BC3719.jpg,SpecSheetMeasurements_BC3719.pdf,Size,41.44,Sweatshirts/Fleece, ,Lavender Blue,BC3719_LavenderBlue_06202025.gif,BC3719_lavenderblue_model_front.jpg,BC3719_lavenderblue_model_frontTN.jpg,2XL,1.1600,24.72,24.72,20.72,NULL,18,294922,1,LavenderBl,Bella + Canvas,Regular,BC3719|BC3719Y|BC3739,41.44,,https://cdnm.sanmar.com/imglib/mresjpg/2025/f6/BC3719_lavenderblue_model_front.jpg,SpecSheetMeasurements_BC3719.pdf,
2949231,BELLA+CANVAS ® Unisex Sponge Fleece Pullover Hoodie. BC3719,Retail fit Tear-away label White drawcords Side seamed Kangaroo pockets Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles Black Heather: 8-ounce 85/15 Airlume combed and ring spun cotton/poly fleece 32 singles Heather Navy: 8-ounce 60/40 Airlume combed and ring spun cotton/poly fleece 32 singles DTG Colors: 8-ounce 70/30 Airlume combed and ring spun cotton/poly fleece with 100% cotton face for printability ,BC3719,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3719TN.jpg,BC3719sw.jpg,BC3719.jpg,SpecSheetMeasurements_BC3719.pdf,Size,45.22,Sweatshirts/Fleece, ,Lavender Blue,BC3719_LavenderBlue_06202025.gif,BC3719_lavenderblue_model_front.jpg,BC3719_lavenderblue_model_frontTN.jpg,3XL,1.4700,26.61,26.61,22.61,NULL,12,294923,1,LavenderBl,Bella + Canvas,Regular,BC3719|BC3719Y|BC3739,45.22,,https://cdnm.sanmar.com/imglib/mresjpg/2025/f6/BC3719_lavenderblue_model_front.jpg,SpecSheetMeasurements_BC3719.pdf,
2949241,BELLA+CANVAS ® Unisex Sponge Fleece Pullover Hoodie. BC3719,Retail fit Tear-away label White drawcords Side seamed Kangaroo pockets Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles Black Heather: 8-ounce 85/15 Airlume combed and ring spun cotton/poly fleece 32 singles Heather Navy: 8-ounce 60/40 Airlume combed and ring spun cotton/poly fleece 32 singles DTG Colors: 8-ounce 70/30 Airlume combed and ring spun cotton/poly fleece with 100% cotton face for printability ,BC3719,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3719TN.jpg,BC3719sw.jpg,BC3719.jpg,SpecSheetMeasurements_BC3719.pdf,Size,37.64,Sweatshirts/Fleece, ,Lavender Blue,BC3719_LavenderBlue_06202025.gif,BC3719_lavenderblue_model_front.jpg,BC3719_lavenderblue_model_frontTN.jpg,L,0.8500,22.82,22.82,18.82,NULL,18,294924,1,LavenderBl,Bella + Canvas,Regular,BC3719|BC3719Y|BC3739,37.64,,https://cdnm.sanmar.com/imglib/mresjpg/2025/f6/BC3719_lavenderblue_model_front.jpg,SpecSheetMeasurements_BC3719.pdf,
2949251,BELLA+CANVAS ® Unisex Sponge Fleece Pullover Hoodie. BC3719,Retail fit Tear-away label White drawcords Side seamed Kangaroo pockets Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles Black Heather: 8-ounce 85/15 Airlume combed and ring spun cotton/poly fleece 32 singles Heather Navy: 8-ounce 60/40 Airlume combed and ring spun cotton/poly fleece 32 singles DTG Colors: 8-ounce 70/30 Airlume combed and ring spun cotton/poly fleece with 100% cotton face for printability ,BC3719,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3719TN.jpg,BC3719sw.jpg,BC3719.jpg,SpecSheetMeasurements_BC3719.pdf,Size,37.64,Sweatshirts/Fleece, ,Lavender Blue,BC3719_LavenderBlue_06202025.gif,BC3719_lavenderblue_model_front.jpg,BC3719_lavenderblue_model_frontTN.jpg,M,0.8000,22.82,22.82,18.82,NULL,18,294925,1,LavenderBl,Bella + Canvas,Regular,BC3719|BC3719Y|BC3739,37.64,,https://cdnm.sanmar.com/imglib/mresjpg/2025/f6/BC3719_lavenderblue_model_front.jpg,SpecSheetMeasurements_BC3719.pdf,
2949261,BELLA+CANVAS ® Unisex Sponge Fleece Pullover Hoodie. BC3719,Retail fit Tear-away label White drawcords Side seamed Kangaroo pockets Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles Black Heather: 8-ounce 85/15 Airlume combed and ring spun cotton/poly fleece 32 singles Heather Navy: 8-ounce 60/40 Airlume combed and ring spun cotton/poly fleece 32 singles DTG Colors: 8-ounce 70/30 Airlume combed and ring spun cotton/poly fleece with 100% cotton face for printability ,BC3719,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3719TN.jpg,BC3719sw.jpg,BC3719.jpg,SpecSheetMeasurements_BC3719.pdf,Size,37.64,Sweatshirts/Fleece, ,Lavender Blue,BC3719_LavenderBlue_06202025.gif,BC3719_lavenderblue_model_front.jpg,BC3719_lavenderblue_model_frontTN.jpg,S,0.8000,22.82,22.82,18.82,NULL,18,294926,1,LavenderBl,Bella + Canvas,Regular,BC3719|BC3719Y|BC3739,37.64,,https://cdnm.sanmar.com/imglib/mresjpg/2025/f6/BC3719_lavenderblue_model_front.jpg,SpecSheetMeasurements_BC3719.pdf,
2949271,BELLA+CANVAS ® Unisex Sponge Fleece Pullover Hoodie. BC3719,Retail fit Tear-away label White drawcords Side seamed Kangaroo pockets Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles Black Heather: 8-ounce 85/15 Airlume combed and ring spun cotton/poly fleece 32 singles Heather Navy: 8-ounce 60/40 Airlume combed and ring spun cotton/poly fleece 32 singles DTG Colors: 8-ounce 70/30 Airlume combed and ring spun cotton/poly fleece with 100% cotton face for printability ,BC3719,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3719TN.jpg,BC3719sw.jpg,BC3719.jpg,SpecSheetMeasurements_BC3719.pdf,Size,37.64,Sweatshirts/Fleece, ,Lavender Blue,BC3719_LavenderBlue_06202025.gif,BC3719_lavenderblue_model_front.jpg,BC3719_lavenderblue_model_frontTN.jpg,XL,0.9500,22.82,22.82,18.82,NULL,18,294927,1,LavenderBl,Bella + Canvas,Regular,BC3719|BC3719Y|BC3739,37.64,,https://cdnm.sanmar.com/imglib/mresjpg/2025/f6/BC3719_lavenderblue_model_front.jpg,SpecSheetMeasurements_BC3719.pdf,
2949281,BELLA+CANVAS ® Unisex Sponge Fleece Pullover Hoodie. BC3719,Retail fit Tear-away label White drawcords Side seamed Kangaroo pockets Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles Black Heather: 8-ounce 85/15 Airlume combed and ring spun cotton/poly fleece 32 singles Heather Navy: 8-ounce 60/40 Airlume combed and ring spun cotton/poly fleece 32 singles DTG Colors: 8-ounce 70/30 Airlume combed and ring spun cotton/poly fleece with 100% cotton face for printability ,BC3719,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3719TN.jpg,BC3719sw.jpg,BC3719.jpg,SpecSheetMeasurements_BC3719.pdf,Size,37.64,Sweatshirts/Fleece, ,Lavender Blue,BC3719_LavenderBlue_06202025.gif,BC3719_lavenderblue_model_front.jpg,BC3719_lavenderblue_model_frontTN.jpg,XS,0.8800,22.82,22.82,18.82,NULL,18,294928,1,LavenderBl,Bella + Canvas,Regular,BC3719|BC3719Y|BC3739,37.64,,https://cdnm.sanmar.com/imglib/mresjpg/2025/f6/BC3719_lavenderblue_model_front.jpg,SpecSheetMeasurements_BC3719.pdf,
2949291,BELLA+CANVAS ® Unisex Sponge Fleece Pullover Hoodie. BC3719,Retail fit Tear-away label White drawcords Side seamed Kangaroo pockets Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles Black Heather: 8-ounce 85/15 Airlume combed and ring spun cotton/poly fleece 32 singles Heather Navy: 8-ounce 60/40 Airlume combed and ring spun cotton/poly fleece 32 singles DTG Colors: 8-ounce 70/30 Airlume combed and ring spun cotton/poly fleece with 100% cotton face for printability ,BC3719,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3719TN.jpg,BC3719sw.jpg,BC3719.jpg,SpecSheetMeasurements_BC3719.pdf,Size,41.44,Sweatshirts/Fleece, ,Cardinal,BC3719_Cardinal_06202025.gif,BC3719_cardinal_model_front.jpg,BC3719_cardinal_model_frontTN.jpg,2XL,1.1600,24.72,24.72,20.72,NULL,18,294929,1,Cardinal,Bella + Canvas,Regular,BC3719|BC3719Y|BC3739,41.44,,https://cdnm.sanmar.com/imglib/mresjpg/2025/f6/BC3719_cardinal_model_front.jpg,SpecSheetMeasurements_BC3719.pdf,
2949301,BELLA+CANVAS ® Unisex Sponge Fleece Pullover Hoodie. BC3719,Retail fit Tear-away label White drawcords Side seamed Kangaroo pockets Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles Black Heather: 8-ounce 85/15 Airlume combed and ring spun cotton/poly fleece 32 singles Heather Navy: 8-ounce 60/40 Airlume combed and ring spun cotton/poly fleece 32 singles DTG Colors: 8-ounce 70/30 Airlume combed and ring spun cotton/poly fleece with 100% cotton face for printability ,BC3719,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3719TN.jpg,BC3719sw.jpg,BC3719.jpg,SpecSheetMeasurements_BC3719.pdf,Size,45.22,Sweatshirts/Fleece, ,Cardinal,BC3719_Cardinal_06202025.gif,BC3719_cardinal_model_front.jpg,BC3719_cardinal_model_frontTN.jpg,3XL,1.4700,26.61,26.61,22.61,NULL,12,294930,1,Cardinal,Bella + Canvas,Regular,BC3719|BC3719Y|BC3739,45.22,,https://cdnm.sanmar.com/imglib/mresjpg/2025/f6/BC3719_cardinal_model_front.jpg,SpecSheetMeasurements_BC3719.pdf,
2949311,BELLA+CANVAS ® Unisex Sponge Fleece Pullover Hoodie. BC3719,Retail fit Tear-away label White drawcords Side seamed Kangaroo pockets Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles Black Heather: 8-ounce 85/15 Airlume combed and ring spun cotton/poly fleece 32 singles Heather Navy: 8-ounce 60/40 Airlume combed and ring spun cotton/poly fleece 32 singles DTG Colors: 8-ounce 70/30 Airlume combed and ring spun cotton/poly fleece with 100% cotton face for printability ,BC3719,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3719TN.jpg,BC3719sw.jpg,BC3719.jpg,SpecSheetMeasurements_BC3719.pdf,Size,37.64,Sweatshirts/Fleece, ,Cardinal,BC3719_Cardinal_06202025.gif,BC3719_cardinal_model_front.jpg,BC3719_cardinal_model_frontTN.jpg,L,0.8500,22.82,22.82,18.82,NULL,18,294931,1,Cardinal,Bella + Canvas,Regular,BC3719|BC3719Y|BC3739,37.64,,https://cdnm.sanmar.com/imglib/mresjpg/2025/f6/BC3719_cardinal_model_front.jpg,SpecSheetMeasurements_BC3719.pdf,
2949321,BELLA+CANVAS ® Unisex Sponge Fleece Pullover Hoodie. BC3719,Retail fit Tear-away label White drawcords Side seamed Kangaroo pockets Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles Black Heather: 8-ounce 85/15 Airlume combed and ring spun cotton/poly fleece 32 singles Heather Navy: 8-ounce 60/40 Airlume combed and ring spun cotton/poly fleece 32 singles DTG Colors: 8-ounce 70/30 Airlume combed and ring spun cotton/poly fleece with 100% cotton face for printability ,BC3719,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3719TN.jpg,BC3719sw.jpg,BC3719.jpg,SpecSheetMeasurements_BC3719.pdf,Size,37.64,Sweatshirts/Fleece, ,Cardinal,BC3719_Cardinal_06202025.gif,BC3719_cardinal_model_front.jpg,BC3719_cardinal_model_frontTN.jpg,M,0.8000,22.82,22.82,18.82,NULL,18,294932,1,Cardinal,Bella + Canvas,Regular,BC3719|BC3719Y|BC3739,37.64,,https://cdnm.sanmar.com/imglib/mresjpg/2025/f6/BC3719_cardinal_model_front.jpg,SpecSheetMeasurements_BC3719.pdf,
2949331,BELLA+CANVAS ® Unisex Sponge Fleece Pullover Hoodie. BC3719,Retail fit Tear-away label White drawcords Side seamed Kangaroo pockets Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles Black Heather: 8-ounce 85/15 Airlume combed and ring spun cotton/poly fleece 32 singles Heather Navy: 8-ounce 60/40 Airlume combed and ring spun cotton/poly fleece 32 singles DTG Colors: 8-ounce 70/30 Airlume combed and ring spun cotton/poly fleece with 100% cotton face for printability ,BC3719,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3719TN.jpg,BC3719sw.jpg,BC3719.jpg,SpecSheetMeasurements_BC3719.pdf,Size,37.64,Sweatshirts/Fleece, ,Cardinal,BC3719_Cardinal_06202025.gif,BC3719_cardinal_model_front.jpg,BC3719_cardinal_model_frontTN.jpg,S,0.8000,22.82,22.82,18.82,NULL,18,294933,1,Cardinal,Bella + Canvas,Regular,BC3719|BC3719Y|BC3739,37.64,,https://cdnm.sanmar.com/imglib/mresjpg/2025/f6/BC3719_cardinal_model_front.jpg,SpecSheetMeasurements_BC3719.pdf,
2949341,BELLA+CANVAS ® Unisex Sponge Fleece Pullover Hoodie. BC3719,Retail fit Tear-away label White drawcords Side seamed Kangaroo pockets Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles Black Heather: 8-ounce 85/15 Airlume combed and ring spun cotton/poly fleece 32 singles Heather Navy: 8-ounce 60/40 Airlume combed and ring spun cotton/poly fleece 32 singles DTG Colors: 8-ounce 70/30 Airlume combed and ring spun cotton/poly fleece with 100% cotton face for printability ,BC3719,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3719TN.jpg,BC3719sw.jpg,BC3719.jpg,SpecSheetMeasurements_BC3719.pdf,Size,37.64,Sweatshirts/Fleece, ,Cardinal,BC3719_Cardinal_06202025.gif,BC3719_cardinal_model_front.jpg,BC3719_cardinal_model_frontTN.jpg,XL,0.9500,22.82,22.82,18.82,NULL,18,294934,1,Cardinal,Bella + Canvas,Regular,BC3719|BC3719Y|BC3739,37.64,,https://cdnm.sanmar.com/imglib/mresjpg/2025/f6/BC3719_cardinal_model_front.jpg,SpecSheetMeasurements_BC3719.pdf,
2949351,BELLA+CANVAS ® Unisex Sponge Fleece Pullover Hoodie. BC3719,Retail fit Tear-away label White drawcords Side seamed Kangaroo pockets Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles Black Heather: 8-ounce 85/15 Airlume combed and ring spun cotton/poly fleece 32 singles Heather Navy: 8-ounce 60/40 Airlume combed and ring spun cotton/poly fleece 32 singles DTG Colors: 8-ounce 70/30 Airlume combed and ring spun cotton/poly fleece with 100% cotton face for printability ,BC3719,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3719TN.jpg,BC3719sw.jpg,BC3719.jpg,SpecSheetMeasurements_BC3719.pdf,Size,37.64,Sweatshirts/Fleece, ,Cardinal,BC3719_Cardinal_06202025.gif,BC3719_cardinal_model_front.jpg,BC3719_cardinal_model_frontTN.jpg,XS,0.8800,22.82,22.82,18.82,NULL,18,294935,1,Cardinal,Bella + Canvas,Regular,BC3719|BC3719Y|BC3739,37.64,,https://cdnm.sanmar.com/imglib/mresjpg/2025/f6/BC3719_cardinal_model_front.jpg,SpecSheetMeasurements_BC3719.pdf,
2949361,BELLA+CANVAS ® Unisex Sponge Fleece Pullover Hoodie. BC3719,Retail fit Tear-away label White drawcords Side seamed Kangaroo pockets Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles Black Heather: 8-ounce 85/15 Airlume combed and ring spun cotton/poly fleece 32 singles Heather Navy: 8-ounce 60/40 Airlume combed and ring spun cotton/poly fleece 32 singles DTG Colors: 8-ounce 70/30 Airlume combed and ring spun cotton/poly fleece with 100% cotton face for printability ,BC3719,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3719TN.jpg,BC3719sw.jpg,BC3719.jpg,SpecSheetMeasurements_BC3719.pdf,Size,41.44,Sweatshirts/Fleece, ,Forest,BC3719_Forest_06202025.gif,BC3719_forest_model_front.jpg,BC3719_forest_model_frontTN.jpg,2XL,1.1600,24.72,24.72,20.72,NULL,18,294936,1,Forest,Bella + Canvas,Regular,BC3719|BC3719Y|BC3739,41.44,,https://cdnm.sanmar.com/imglib/mresjpg/2025/f11/BC3719_forest_model_front.jpg,SpecSheetMeasurements_BC3719.pdf,
2949371,BELLA+CANVAS ® Unisex Sponge Fleece Pullover Hoodie. BC3719,Retail fit Tear-away label White drawcords Side seamed Kangaroo pockets Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles Black Heather: 8-ounce 85/15 Airlume combed and ring spun cotton/poly fleece 32 singles Heather Navy: 8-ounce 60/40 Airlume combed and ring spun cotton/poly fleece 32 singles DTG Colors: 8-ounce 70/30 Airlume combed and ring spun cotton/poly fleece with 100% cotton face for printability ,BC3719,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3719TN.jpg,BC3719sw.jpg,BC3719.jpg,SpecSheetMeasurements_BC3719.pdf,Size,45.22,Sweatshirts/Fleece, ,Forest,BC3719_Forest_06202025.gif,BC3719_forest_model_front.jpg,BC3719_forest_model_frontTN.jpg,3XL,1.4700,26.61,26.61,22.61,NULL,12,294937,1,Forest,Bella + Canvas,Regular,BC3719|BC3719Y|BC3739,45.22,,https://cdnm.sanmar.com/imglib/mresjpg/2025/f11/BC3719_forest_model_front.jpg,SpecSheetMeasurements_BC3719.pdf,
2949381,BELLA+CANVAS ® Unisex Sponge Fleece Pullover Hoodie. BC3719,Retail fit Tear-away label White drawcords Side seamed Kangaroo pockets Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles Black Heather: 8-ounce 85/15 Airlume combed and ring spun cotton/poly fleece 32 singles Heather Navy: 8-ounce 60/40 Airlume combed and ring spun cotton/poly fleece 32 singles DTG Colors: 8-ounce 70/30 Airlume combed and ring spun cotton/poly fleece with 100% cotton face for printability ,BC3719,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3719TN.jpg,BC3719sw.jpg,BC3719.jpg,SpecSheetMeasurements_BC3719.pdf,Size,37.64,Sweatshirts/Fleece, ,Forest,BC3719_Forest_06202025.gif,BC3719_forest_model_front.jpg,BC3719_forest_model_frontTN.jpg,L,0.8500,22.82,22.82,18.82,NULL,18,294938,1,FOREST,Bella + Canvas,Regular,BC3719|BC3719Y|BC3739,37.64,,https://cdnm.sanmar.com/imglib/mresjpg/2025/f11/BC3719_forest_model_front.jpg,SpecSheetMeasurements_BC3719.pdf,
2949391,BELLA+CANVAS ® Unisex Sponge Fleece Pullover Hoodie. BC3719,Retail fit Tear-away label White drawcords Side seamed Kangaroo pockets Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles Black Heather: 8-ounce 85/15 Airlume combed and ring spun cotton/poly fleece 32 singles Heather Navy: 8-ounce 60/40 Airlume combed and ring spun cotton/poly fleece 32 singles DTG Colors: 8-ounce 70/30 Airlume combed and ring spun cotton/poly fleece with 100% cotton face for printability ,BC3719,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3719TN.jpg,BC3719sw.jpg,BC3719.jpg,SpecSheetMeasurements_BC3719.pdf,Size,37.64,Sweatshirts/Fleece, ,Forest,BC3719_Forest_06202025.gif,BC3719_forest_model_front.jpg,BC3719_forest_model_frontTN.jpg,M,0.8000,22.82,22.82,18.82,NULL,18,294939,1,Forest,Bella + Canvas,Regular,BC3719|BC3719Y|BC3739,37.64,,https://cdnm.sanmar.com/imglib/mresjpg/2025/f11/BC3719_forest_model_front.jpg,SpecSheetMeasurements_BC3719.pdf,
