UNIQUE_KEY,PRODUCT_TITLE,PRODUCT_DESCRIPTION,STYLE#,AVAILABLE_SIZES,BRAND_LOGO_IMAGE,THUMBNAIL_IMAGE,COLOR_SWATCH_IMAGE,PRODUCT_IMAGE,SPEC_SHEET,PRICE_TEXT,SUGGESTED_PRICE,CATEGORY_NAME,SUBCATEGORY_NAME,COLOR_NAME,COLOR_SQUARE_IMAGE,COLOR_PRODUCT_IMAGE,COLOR_PRODUCT_IMAGE_THUMBNAIL,SIZE,PIECE_WEIGHT,PIECE_PRICE,DOZENS_PRICE,CASE_PRICE,PRICE_GROUP,CASE_SIZE,INVENTORY_KEY,SIZE_INDEX,SANMAR_MAINFRAME_COLOR,MILL,PRODUCT_STATUS,COMPANION_STYLE,MSRP,MAP_PRICING,FRONT_MODEL_IMAGE_URL,PRODUCT_MEASUREMENTS
1300701,BELLA+CANVAS ® Unisex Triblend Short Sleeve Tee. BC3413,Classic fit Tear-away label Side seamed Triblend Colors: 3.8-ounce 50/25/25 poly/Airlume combed and ring spun cotton/rayon 40 singles Black Heather Triblend: 70/15/15 Airlume combed and ring spun cotton/poly/rayon ,BC3413,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3413TN.jpg,BC3413sw.jpg,BC3413.jpg,SpecSheetMeasurements_BC3413.pdf,Size,13.88,T-Shirts , ,Solid White Triblend,bc_solidwhitetriblend.gif,BC3413_solidwhitetriblend_model_front.jpg,BC3413_solidwhitetriblend_model_frontTN.jpg,XS,0.2400,8.94,8.94,6.94,CR,72,130070,1,Sld White TB,Bella + Canvas,Regular,BC3413|BC8816|BC8413|BC3413Y|BC6400,13.88,,https://cdnm.sanmar.com/imglib/mresjpg/2020/f3/BC3413_solidwhitetriblend_model_front.jpg,SpecSheetMeasurements_BC3413.pdf,
1300702,BELLA+CANVAS ® Unisex Triblend Short Sleeve Tee. BC3413,Classic fit Tear-away label Side seamed Triblend Colors: 3.8-ounce 50/25/25 poly/Airlume combed and ring spun cotton/rayon 40 singles Black Heather Triblend: 70/15/15 Airlume combed and ring spun cotton/poly/rayon ,BC3413,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3413TN.jpg,BC3413sw.jpg,BC3413.jpg,SpecSheetMeasurements_BC3413.pdf,Size,13.88,T-Shirts , ,Solid White Triblend,bc_solidwhitetriblend.gif,BC3413_solidwhitetriblend_model_front.jpg,BC3413_solidwhitetriblend_model_frontTN.jpg,S,0.2500,8.94,8.94,6.94,CR,72,130070,2,Sld White TB,Bella + Canvas,Regular,BC3413|BC8816|BC8413|BC3413Y|BC6400,13.88,,https://cdnm.sanmar.com/imglib/mresjpg/2020/f3/BC3413_solidwhitetriblend_model_front.jpg,SpecSheetMeasurements_BC3413.pdf,
1300703,BELLA+CANVAS ® Unisex Triblend Short Sleeve Tee. BC3413,Classic fit Tear-away label Side seamed Triblend Colors: 3.8-ounce 50/25/25 poly/Airlume combed and ring spun cotton/rayon 40 singles Black Heather Triblend: 70/15/15 Airlume combed and ring spun cotton/poly/rayon ,BC3413,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3413TN.jpg,BC3413sw.jpg,BC3413.jpg,SpecSheetMeasurements_BC3413.pdf,Size,13.88,T-Shirts , ,Solid White Triblend,bc_solidwhitetriblend.gif,BC3413_solidwhitetriblend_model_front.jpg,BC3413_solidwhitetriblend_model_frontTN.jpg,M,0.2700,8.94,8.94,6.94,CR,72,130070,3,Sld White TB,Bella + Canvas,Regular,BC3413|BC8816|BC8413|BC3413Y|BC6400,13.88,,https://cdnm.sanmar.com/imglib/mresjpg/2020/f3/BC3413_solidwhitetriblend_model_front.jpg,SpecSheetMeasurements_BC3413.pdf,
1300704,BELLA+CANVAS ® Unisex Triblend Short Sleeve Tee. BC3413,Classic fit Tear-away label Side seamed Triblend Colors: 3.8-ounce 50/25/25 poly/Airlume combed and ring spun cotton/rayon 40 singles Black Heather Triblend: 70/15/15 Airlume combed and ring spun cotton/poly/rayon ,BC3413,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3413TN.jpg,BC3413sw.jpg,BC3413.jpg,SpecSheetMeasurements_BC3413.pdf,Size,13.88,T-Shirts , ,Solid White Triblend,bc_solidwhitetriblend.gif,BC3413_solidwhitetriblend_model_front.jpg,BC3413_solidwhitetriblend_model_frontTN.jpg,L,0.3300,8.94,8.94,6.94,CR,72,130070,4,Sld White TB,Bella + Canvas,Regular,BC3413|BC8816|BC8413|BC3413Y|BC6400,13.88,,https://cdnm.sanmar.com/imglib/mresjpg/2020/f3/BC3413_solidwhitetriblend_model_front.jpg,SpecSheetMeasurements_BC3413.pdf,
1300705,BELLA+CANVAS ® Unisex Triblend Short Sleeve Tee. BC3413,Classic fit Tear-away label Side seamed Triblend Colors: 3.8-ounce 50/25/25 poly/Airlume combed and ring spun cotton/rayon 40 singles Black Heather Triblend: 70/15/15 Airlume combed and ring spun cotton/poly/rayon ,BC3413,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3413TN.jpg,BC3413sw.jpg,BC3413.jpg,SpecSheetMeasurements_BC3413.pdf,Size,13.88,T-Shirts , ,Solid White Triblend,bc_solidwhitetriblend.gif,BC3413_solidwhitetriblend_model_front.jpg,BC3413_solidwhitetriblend_model_frontTN.jpg,XL,0.3900,8.94,8.94,6.94,CR,72,130070,5,Sld White TB,Bella + Canvas,Regular,BC3413|BC8816|BC8413|BC3413Y|BC6400,13.88,,https://cdnm.sanmar.com/imglib/mresjpg/2020/f3/BC3413_solidwhitetriblend_model_front.jpg,SpecSheetMeasurements_BC3413.pdf,
1300711,BELLA+CANVAS ® Unisex Triblend Short Sleeve Tee. BC3413,Classic fit Tear-away label Side seamed Triblend Colors: 3.8-ounce 50/25/25 poly/Airlume combed and ring spun cotton/rayon 40 singles Black Heather Triblend: 70/15/15 Airlume combed and ring spun cotton/poly/rayon ,BC3413,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3413TN.jpg,BC3413sw.jpg,BC3413.jpg,SpecSheetMeasurements_BC3413.pdf,Size,16.42,T-Shirts , ,Solid White Triblend,bc_solidwhitetriblend.gif,BC3413_solidwhitetriblend_model_front.jpg,BC3413_solidwhitetriblend_model_frontTN.jpg,2XL,0.4000,10.21,10.21,8.21,CX,72,130071,1,Sld White TB,Bella + Canvas,Regular,BC3413|BC8816|BC8413|BC3413Y|BC6400,16.42,,https://cdnm.sanmar.com/imglib/mresjpg/2020/f3/BC3413_solidwhitetriblend_model_front.jpg,SpecSheetMeasurements_BC3413.pdf,
1300722,BELLA+CANVAS ® Unisex Triblend Short Sleeve Tee. BC3413,Classic fit Tear-away label Side seamed Triblend Colors: 3.8-ounce 50/25/25 poly/Airlume combed and ring spun cotton/rayon 40 singles Black Heather Triblend: 70/15/15 Airlume combed and ring spun cotton/poly/rayon ,BC3413,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3413TN.jpg,BC3413sw.jpg,BC3413.jpg,SpecSheetMeasurements_BC3413.pdf,Size,18.94,T-Shirts , ,Solid White Triblend,bc_solidwhitetriblend.gif,BC3413_solidwhitetriblend_model_front.jpg,BC3413_solidwhitetriblend_model_frontTN.jpg,3XL,0.4300,11.47,11.47,9.47,CT,60,130072,2,Sld White TB,Bella + Canvas,Regular,BC3413|BC8816|BC8413|BC3413Y|BC6400,18.94,,https://cdnm.sanmar.com/imglib/mresjpg/2020/f3/BC3413_solidwhitetriblend_model_front.jpg,SpecSheetMeasurements_BC3413.pdf,
1300731,BELLA+CANVAS ® Unisex Triblend Short Sleeve Tee. BC3413,Classic fit Tear-away label Side seamed Triblend Colors: 3.8-ounce 50/25/25 poly/Airlume combed and ring spun cotton/rayon 40 singles Black Heather Triblend: 70/15/15 Airlume combed and ring spun cotton/poly/rayon ,BC3413,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3413TN.jpg,BC3413sw.jpg,BC3413.jpg,SpecSheetMeasurements_BC3413.pdf,Size,13.88,T-Shirts , ,Steel Blue Triblend,bc_steelbluetriblend.gif,BC3413_steelbluetriblend_model_front.jpg,BC3413_steelbluetriblend_model_frontTN.jpg,XS,0.2400,8.94,8.94,6.94,CR,72,130073,1,Steel Blue TB,Bella + Canvas,Regular,BC3413|BC8816|BC8413|BC3413Y|BC6400,13.88,,https://cdnm.sanmar.com/imglib/mresjpg/2020/f3/BC3413_steelbluetriblend_model_front.jpg,SpecSheetMeasurements_BC3413.pdf,
1300732,BELLA+CANVAS ® Unisex Triblend Short Sleeve Tee. BC3413,Classic fit Tear-away label Side seamed Triblend Colors: 3.8-ounce 50/25/25 poly/Airlume combed and ring spun cotton/rayon 40 singles Black Heather Triblend: 70/15/15 Airlume combed and ring spun cotton/poly/rayon ,BC3413,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3413TN.jpg,BC3413sw.jpg,BC3413.jpg,SpecSheetMeasurements_BC3413.pdf,Size,13.88,T-Shirts , ,Steel Blue Triblend,bc_steelbluetriblend.gif,BC3413_steelbluetriblend_model_front.jpg,BC3413_steelbluetriblend_model_frontTN.jpg,S,0.2500,8.94,8.94,6.94,CR,72,130073,2,Steel Blue TB,Bella + Canvas,Regular,BC3413|BC8816|BC8413|BC3413Y|BC6400,13.88,,https://cdnm.sanmar.com/imglib/mresjpg/2020/f3/BC3413_steelbluetriblend_model_front.jpg,SpecSheetMeasurements_BC3413.pdf,
1300733,BELLA+CANVAS ® Unisex Triblend Short Sleeve Tee. BC3413,Classic fit Tear-away label Side seamed Triblend Colors: 3.8-ounce 50/25/25 poly/Airlume combed and ring spun cotton/rayon 40 singles Black Heather Triblend: 70/15/15 Airlume combed and ring spun cotton/poly/rayon ,BC3413,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3413TN.jpg,BC3413sw.jpg,BC3413.jpg,SpecSheetMeasurements_BC3413.pdf,Size,13.88,T-Shirts , ,Steel Blue Triblend,bc_steelbluetriblend.gif,BC3413_steelbluetriblend_model_front.jpg,BC3413_steelbluetriblend_model_frontTN.jpg,M,0.2700,8.94,8.94,6.94,CR,72,130073,3,Steel Blue TB,Bella + Canvas,Regular,BC3413|BC8816|BC8413|BC3413Y|BC6400,13.88,,https://cdnm.sanmar.com/imglib/mresjpg/2020/f3/BC3413_steelbluetriblend_model_front.jpg,SpecSheetMeasurements_BC3413.pdf,
1300734,BELLA+CANVAS ® Unisex Triblend Short Sleeve Tee. BC3413,Classic fit Tear-away label Side seamed Triblend Colors: 3.8-ounce 50/25/25 poly/Airlume combed and ring spun cotton/rayon 40 singles Black Heather Triblend: 70/15/15 Airlume combed and ring spun cotton/poly/rayon ,BC3413,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3413TN.jpg,BC3413sw.jpg,BC3413.jpg,SpecSheetMeasurements_BC3413.pdf,Size,13.88,T-Shirts , ,Steel Blue Triblend,bc_steelbluetriblend.gif,BC3413_steelbluetriblend_model_front.jpg,BC3413_steelbluetriblend_model_frontTN.jpg,L,0.3300,8.94,8.94,6.94,CR,72,130073,4,Steel Blue TB,Bella + Canvas,Regular,BC3413|BC8816|BC8413|BC3413Y|BC6400,13.88,,https://cdnm.sanmar.com/imglib/mresjpg/2020/f3/BC3413_steelbluetriblend_model_front.jpg,SpecSheetMeasurements_BC3413.pdf,
1300735,BELLA+CANVAS ® Unisex Triblend Short Sleeve Tee. BC3413,Classic fit Tear-away label Side seamed Triblend Colors: 3.8-ounce 50/25/25 poly/Airlume combed and ring spun cotton/rayon 40 singles Black Heather Triblend: 70/15/15 Airlume combed and ring spun cotton/poly/rayon ,BC3413,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3413TN.jpg,BC3413sw.jpg,BC3413.jpg,SpecSheetMeasurements_BC3413.pdf,Size,13.88,T-Shirts , ,Steel Blue Triblend,bc_steelbluetriblend.gif,BC3413_steelbluetriblend_model_front.jpg,BC3413_steelbluetriblend_model_frontTN.jpg,XL,0.3900,8.94,8.94,6.94,CR,72,130073,5,Steel Blue TB,Bella + Canvas,Regular,BC3413|BC8816|BC8413|BC3413Y|BC6400,13.88,,https://cdnm.sanmar.com/imglib/mresjpg/2020/f3/BC3413_steelbluetriblend_model_front.jpg,SpecSheetMeasurements_BC3413.pdf,
1300741,BELLA+CANVAS ® Unisex Triblend Short Sleeve Tee. BC3413,Classic fit Tear-away label Side seamed Triblend Colors: 3.8-ounce 50/25/25 poly/Airlume combed and ring spun cotton/rayon 40 singles Black Heather Triblend: 70/15/15 Airlume combed and ring spun cotton/poly/rayon ,BC3413,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3413TN.jpg,BC3413sw.jpg,BC3413.jpg,SpecSheetMeasurements_BC3413.pdf,Size,16.42,T-Shirts , ,Steel Blue Triblend,bc_steelbluetriblend.gif,BC3413_steelbluetriblend_model_front.jpg,BC3413_steelbluetriblend_model_frontTN.jpg,2XL,0.4000,10.21,10.21,8.21,CX,72,130074,1,Steel Blue TB,Bella + Canvas,Regular,BC3413|BC8816|BC8413|BC3413Y|BC6400,16.42,,https://cdnm.sanmar.com/imglib/mresjpg/2020/f3/BC3413_steelbluetriblend_model_front.jpg,SpecSheetMeasurements_BC3413.pdf,
1300752,BELLA+CANVAS ® Unisex Triblend Short Sleeve Tee. BC3413,Classic fit Tear-away label Side seamed Triblend Colors: 3.8-ounce 50/25/25 poly/Airlume combed and ring spun cotton/rayon 40 singles Black Heather Triblend: 70/15/15 Airlume combed and ring spun cotton/poly/rayon ,BC3413,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3413TN.jpg,BC3413sw.jpg,BC3413.jpg,SpecSheetMeasurements_BC3413.pdf,Size,18.94,T-Shirts , ,Steel Blue Triblend,bc_steelbluetriblend.gif,BC3413_steelbluetriblend_model_front.jpg,BC3413_steelbluetriblend_model_frontTN.jpg,3XL,0.4300,11.47,11.47,9.47,CT,60,130075,2,Steel Blue TB,Bella + Canvas,Regular,BC3413|BC8816|BC8413|BC3413Y|BC6400,18.94,,https://cdnm.sanmar.com/imglib/mresjpg/2020/f3/BC3413_steelbluetriblend_model_front.jpg,SpecSheetMeasurements_BC3413.pdf,
1300761,BELLA+CANVAS ® Unisex Triblend Short Sleeve Tee. BC3413,Classic fit Tear-away label Side seamed Triblend Colors: 3.8-ounce 50/25/25 poly/Airlume combed and ring spun cotton/rayon 40 singles Black Heather Triblend: 70/15/15 Airlume combed and ring spun cotton/poly/rayon ,BC3413,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3413TN.jpg,BC3413sw.jpg,BC3413.jpg,SpecSheetMeasurements_BC3413.pdf,Size,13.88,T-Shirts , ,Storm Triblend,bc_stormtriblend.gif,BC3413_stormtriblend_model_front.jpg,BC3413_stormtriblend_model_frontTN.jpg,XS,0.2400,8.94,8.94,6.94,CR,72,130076,1,Storm TB,Bella + Canvas,Regular,BC3413|BC8816|BC8413|BC3413Y|BC6400,13.88,,https://cdnm.sanmar.com/imglib/mresjpg/2022/f1/BC3413_stormtriblend_model_front.jpg,SpecSheetMeasurements_BC3413.pdf,
1300762,BELLA+CANVAS ® Unisex Triblend Short Sleeve Tee. BC3413,Classic fit Tear-away label Side seamed Triblend Colors: 3.8-ounce 50/25/25 poly/Airlume combed and ring spun cotton/rayon 40 singles Black Heather Triblend: 70/15/15 Airlume combed and ring spun cotton/poly/rayon ,BC3413,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3413TN.jpg,BC3413sw.jpg,BC3413.jpg,SpecSheetMeasurements_BC3413.pdf,Size,13.88,T-Shirts , ,Storm Triblend,bc_stormtriblend.gif,BC3413_stormtriblend_model_front.jpg,BC3413_stormtriblend_model_frontTN.jpg,S,0.2500,8.94,8.94,6.94,CR,72,130076,2,Storm TB,Bella + Canvas,Regular,BC3413|BC8816|BC8413|BC3413Y|BC6400,13.88,,https://cdnm.sanmar.com/imglib/mresjpg/2022/f1/BC3413_stormtriblend_model_front.jpg,SpecSheetMeasurements_BC3413.pdf,
1300763,BELLA+CANVAS ® Unisex Triblend Short Sleeve Tee. BC3413,Classic fit Tear-away label Side seamed Triblend Colors: 3.8-ounce 50/25/25 poly/Airlume combed and ring spun cotton/rayon 40 singles Black Heather Triblend: 70/15/15 Airlume combed and ring spun cotton/poly/rayon ,BC3413,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3413TN.jpg,BC3413sw.jpg,BC3413.jpg,SpecSheetMeasurements_BC3413.pdf,Size,13.88,T-Shirts , ,Storm Triblend,bc_stormtriblend.gif,BC3413_stormtriblend_model_front.jpg,BC3413_stormtriblend_model_frontTN.jpg,M,0.2700,8.94,8.94,6.94,CR,72,130076,3,Storm TB,Bella + Canvas,Regular,BC3413|BC8816|BC8413|BC3413Y|BC6400,13.88,,https://cdnm.sanmar.com/imglib/mresjpg/2022/f1/BC3413_stormtriblend_model_front.jpg,SpecSheetMeasurements_BC3413.pdf,
1300764,BELLA+CANVAS ® Unisex Triblend Short Sleeve Tee. BC3413,Classic fit Tear-away label Side seamed Triblend Colors: 3.8-ounce 50/25/25 poly/Airlume combed and ring spun cotton/rayon 40 singles Black Heather Triblend: 70/15/15 Airlume combed and ring spun cotton/poly/rayon ,BC3413,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3413TN.jpg,BC3413sw.jpg,BC3413.jpg,SpecSheetMeasurements_BC3413.pdf,Size,13.88,T-Shirts , ,Storm Triblend,bc_stormtriblend.gif,BC3413_stormtriblend_model_front.jpg,BC3413_stormtriblend_model_frontTN.jpg,L,0.3300,8.94,8.94,6.94,CR,72,130076,4,Storm TB,Bella + Canvas,Regular,BC3413|BC8816|BC8413|BC3413Y|BC6400,13.88,,https://cdnm.sanmar.com/imglib/mresjpg/2022/f1/BC3413_stormtriblend_model_front.jpg,SpecSheetMeasurements_BC3413.pdf,
1300765,BELLA+CANVAS ® Unisex Triblend Short Sleeve Tee. BC3413,Classic fit Tear-away label Side seamed Triblend Colors: 3.8-ounce 50/25/25 poly/Airlume combed and ring spun cotton/rayon 40 singles Black Heather Triblend: 70/15/15 Airlume combed and ring spun cotton/poly/rayon ,BC3413,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3413TN.jpg,BC3413sw.jpg,BC3413.jpg,SpecSheetMeasurements_BC3413.pdf,Size,13.88,T-Shirts , ,Storm Triblend,bc_stormtriblend.gif,BC3413_stormtriblend_model_front.jpg,BC3413_stormtriblend_model_frontTN.jpg,XL,0.3900,8.94,8.94,6.94,CR,72,130076,5,Storm TB,Bella + Canvas,Regular,BC3413|BC8816|BC8413|BC3413Y|BC6400,13.88,,https://cdnm.sanmar.com/imglib/mresjpg/2022/f1/BC3413_stormtriblend_model_front.jpg,SpecSheetMeasurements_BC3413.pdf,
1300771,BELLA+CANVAS ® Unisex Triblend Short Sleeve Tee. BC3413,Classic fit Tear-away label Side seamed Triblend Colors: 3.8-ounce 50/25/25 poly/Airlume combed and ring spun cotton/rayon 40 singles Black Heather Triblend: 70/15/15 Airlume combed and ring spun cotton/poly/rayon ,BC3413,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3413TN.jpg,BC3413sw.jpg,BC3413.jpg,SpecSheetMeasurements_BC3413.pdf,Size,16.42,T-Shirts , ,Storm Triblend,bc_stormtriblend.gif,BC3413_stormtriblend_model_front.jpg,BC3413_stormtriblend_model_frontTN.jpg,2XL,0.4000,10.21,10.21,8.21,CX,72,130077,1,Storm TB,Bella + Canvas,Regular,BC3413|BC8816|BC8413|BC3413Y|BC6400,16.42,,https://cdnm.sanmar.com/imglib/mresjpg/2022/f1/BC3413_stormtriblend_model_front.jpg,SpecSheetMeasurements_BC3413.pdf,
1300782,BELLA+CANVAS ® Unisex Triblend Short Sleeve Tee. BC3413,Classic fit Tear-away label Side seamed Triblend Colors: 3.8-ounce 50/25/25 poly/Airlume combed and ring spun cotton/rayon 40 singles Black Heather Triblend: 70/15/15 Airlume combed and ring spun cotton/poly/rayon ,BC3413,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3413TN.jpg,BC3413sw.jpg,BC3413.jpg,SpecSheetMeasurements_BC3413.pdf,Size,18.94,T-Shirts , ,Storm Triblend,bc_stormtriblend.gif,BC3413_stormtriblend_model_front.jpg,BC3413_stormtriblend_model_frontTN.jpg,3XL,0.4300,11.47,11.47,9.47,CT,60,130078,2,Storm TB,Bella + Canvas,Regular,BC3413|BC8816|BC8413|BC3413Y|BC6400,18.94,,https://cdnm.sanmar.com/imglib/mresjpg/2022/f1/BC3413_stormtriblend_model_front.jpg,SpecSheetMeasurements_BC3413.pdf,
1300791,BELLA+CANVAS ® Unisex Triblend Short Sleeve Tee. BC3413,Classic fit Tear-away label Side seamed Triblend Colors: 3.8-ounce 50/25/25 poly/Airlume combed and ring spun cotton/rayon 40 singles Black Heather Triblend: 70/15/15 Airlume combed and ring spun cotton/poly/rayon ,BC3413,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3413TN.jpg,BC3413sw.jpg,BC3413.jpg,SpecSheetMeasurements_BC3413.pdf,Size,13.88,T-Shirts , ,Sunset Triblend,bc_sunsettriblend.gif,BC3413_sunsettriblend_model_front.jpg,BC3413_sunsettriblend_model_frontTN.jpg,XS,0.2400,8.94,8.94,6.94,CR,72,130079,1,Sunset TB,Bella + Canvas,Regular,BC3413|BC8816|BC8413|BC3413Y|BC6400,13.88,,https://cdnm.sanmar.com/imglib/mresjpg/2022/f1/BC3413_sunsettriblend_model_front.jpg,SpecSheetMeasurements_BC3413.pdf,
1300792,BELLA+CANVAS ® Unisex Triblend Short Sleeve Tee. BC3413,Classic fit Tear-away label Side seamed Triblend Colors: 3.8-ounce 50/25/25 poly/Airlume combed and ring spun cotton/rayon 40 singles Black Heather Triblend: 70/15/15 Airlume combed and ring spun cotton/poly/rayon ,BC3413,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3413TN.jpg,BC3413sw.jpg,BC3413.jpg,SpecSheetMeasurements_BC3413.pdf,Size,13.88,T-Shirts , ,Sunset Triblend,bc_sunsettriblend.gif,BC3413_sunsettriblend_model_front.jpg,BC3413_sunsettriblend_model_frontTN.jpg,S,0.2500,8.94,8.94,6.94,CR,72,130079,2,Sunset TB,Bella + Canvas,Regular,BC3413|BC8816|BC8413|BC3413Y|BC6400,13.88,,https://cdnm.sanmar.com/imglib/mresjpg/2022/f1/BC3413_sunsettriblend_model_front.jpg,SpecSheetMeasurements_BC3413.pdf,
1300793,BELLA+CANVAS ® Unisex Triblend Short Sleeve Tee. BC3413,Classic fit Tear-away label Side seamed Triblend Colors: 3.8-ounce 50/25/25 poly/Airlume combed and ring spun cotton/rayon 40 singles Black Heather Triblend: 70/15/15 Airlume combed and ring spun cotton/poly/rayon ,BC3413,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3413TN.jpg,BC3413sw.jpg,BC3413.jpg,SpecSheetMeasurements_BC3413.pdf,Size,13.88,T-Shirts , ,Sunset Triblend,bc_sunsettriblend.gif,BC3413_sunsettriblend_model_front.jpg,BC3413_sunsettriblend_model_frontTN.jpg,M,0.2700,8.94,8.94,6.94,CR,72,130079,3,Sunset TB,Bella + Canvas,Regular,BC3413|BC8816|BC8413|BC3413Y|BC6400,13.88,,https://cdnm.sanmar.com/imglib/mresjpg/2022/f1/BC3413_sunsettriblend_model_front.jpg,SpecSheetMeasurements_BC3413.pdf,
1300794,BELLA+CANVAS ® Unisex Triblend Short Sleeve Tee. BC3413,Classic fit Tear-away label Side seamed Triblend Colors: 3.8-ounce 50/25/25 poly/Airlume combed and ring spun cotton/rayon 40 singles Black Heather Triblend: 70/15/15 Airlume combed and ring spun cotton/poly/rayon ,BC3413,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3413TN.jpg,BC3413sw.jpg,BC3413.jpg,SpecSheetMeasurements_BC3413.pdf,Size,13.88,T-Shirts , ,Sunset Triblend,bc_sunsettriblend.gif,BC3413_sunsettriblend_model_front.jpg,BC3413_sunsettriblend_model_frontTN.jpg,L,0.3300,8.94,8.94,6.94,CR,72,130079,4,Sunset TB,Bella + Canvas,Regular,BC3413|BC8816|BC8413|BC3413Y|BC6400,13.88,,https://cdnm.sanmar.com/imglib/mresjpg/2022/f1/BC3413_sunsettriblend_model_front.jpg,SpecSheetMeasurements_BC3413.pdf,
1300795,BELLA+CANVAS ® Unisex Triblend Short Sleeve Tee. BC3413,Classic fit Tear-away label Side seamed Triblend Colors: 3.8-ounce 50/25/25 poly/Airlume combed and ring spun cotton/rayon 40 singles Black Heather Triblend: 70/15/15 Airlume combed and ring spun cotton/poly/rayon ,BC3413,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3413TN.jpg,BC3413sw.jpg,BC3413.jpg,SpecSheetMeasurements_BC3413.pdf,Size,13.88,T-Shirts , ,Sunset Triblend,bc_sunsettriblend.gif,BC3413_sunsettriblend_model_front.jpg,BC3413_sunsettriblend_model_frontTN.jpg,XL,0.3900,8.94,8.94,6.94,CR,72,130079,5,Sunset TB,Bella + Canvas,Regular,BC3413|BC8816|BC8413|BC3413Y|BC6400,13.88,,https://cdnm.sanmar.com/imglib/mresjpg/2022/f1/BC3413_sunsettriblend_model_front.jpg,SpecSheetMeasurements_BC3413.pdf,
1300801,BELLA+CANVAS ® Unisex Triblend Short Sleeve Tee. BC3413,Classic fit Tear-away label Side seamed Triblend Colors: 3.8-ounce 50/25/25 poly/Airlume combed and ring spun cotton/rayon 40 singles Black Heather Triblend: 70/15/15 Airlume combed and ring spun cotton/poly/rayon ,BC3413,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3413TN.jpg,BC3413sw.jpg,BC3413.jpg,SpecSheetMeasurements_BC3413.pdf,Size,16.42,T-Shirts , ,Sunset Triblend,bc_sunsettriblend.gif,BC3413_sunsettriblend_model_front.jpg,BC3413_sunsettriblend_model_frontTN.jpg,2XL,0.4000,10.21,10.21,8.21,CX,72,130080,1,Sunset TB,Bella + Canvas,Regular,BC3413|BC8816|BC8413|BC3413Y|BC6400,16.42,,https://cdnm.sanmar.com/imglib/mresjpg/2022/f1/BC3413_sunsettriblend_model_front.jpg,SpecSheetMeasurements_BC3413.pdf,
1300812,BELLA+CANVAS ® Unisex Triblend Short Sleeve Tee. BC3413,Classic fit Tear-away label Side seamed Triblend Colors: 3.8-ounce 50/25/25 poly/Airlume combed and ring spun cotton/rayon 40 singles Black Heather Triblend: 70/15/15 Airlume combed and ring spun cotton/poly/rayon ,BC3413,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3413TN.jpg,BC3413sw.jpg,BC3413.jpg,SpecSheetMeasurements_BC3413.pdf,Size,18.94,T-Shirts , ,Sunset Triblend,bc_sunsettriblend.gif,BC3413_sunsettriblend_model_front.jpg,BC3413_sunsettriblend_model_frontTN.jpg,3XL,0.4300,11.47,11.47,9.47,CT,60,130081,2,Sunset TB,Bella + Canvas,Regular,BC3413|BC8816|BC8413|BC3413Y|BC6400,18.94,,https://cdnm.sanmar.com/imglib/mresjpg/2022/f1/BC3413_sunsettriblend_model_front.jpg,SpecSheetMeasurements_BC3413.pdf,
